Cty,LC,R/T,Descr
,,,
,,,
,,,
485,#L,ABP,Application Buss Solutions
485,#L,ASW,Application Buss Software
485,#L,BOT,Bottom Line
485,#L,CE2,DP Engineer Call
485,#L,CIS,CISCO Equipment
485,#L,ESB,ESW Bottom Line
485,#L,ESS,Enterprise Systems Services
485,#L,ESW,Entitled Software
485,#L,HWM,Hardware Purchase MES
485,#L,HWT,HW Purchase Transportation
485,#L,IC2,Importation Charges
485,#L,M04,SLS Migration
485,#L,M27,SLS Migration
485,#L,M33,SLS Migration
485,#L,MA2,DP Maintainance Contract
485,#L,MDW,Middleware
485,#L,PC0,PSG HW Sales
485,#L,PC4,PC and PC Equipment Sales
485,#L,SRV,Server
485,#L,STR,STORAGE
485,#L,SWE,SW Revenue Defferal Earnback
618,10,003,ESA SYSTEM SERVICE
618,10,004,SYSTEM SERVICE
618,10,006,WARTUNG EDV
618,10,007,REPARATUR
618,10,008,TECHNIKERLEISTUNG
618,10,012,GARANTIEVERGUETUNG DEALER
618,10,015,VERTRAGGEBUEHREN
618,10,016,ZINSEN
618,10,017,LITERATUR
618,10,020,RECHENZENTRUM
618,10,021,LITERATUR
618,10,030,KAUF BUEROMASCHINEN
618,10,032,WARTUNG BUEROMASCHINEN
618,10,033,REPARATUR BUEROMASCHINEN
618,10,040,FREMDSOFTWARE
618,10,048,GENERALUNTERNEHMERVERTRAG
618,10,049,(SCHADENERSATZ)
618,10,050,SCHULUNG (PUNKTEKARTE)
618,10,051,SCHULUNG
618,10,056,LEASING KAUF
618,10,058,SYSTEMBERATUNG
618,10,059,LEASING
618,10,060,ZUSAETZL.BENUETZUNG
618,10,061,RATEN
618,10,063,LEASING (VERLAENGERUNG)
618,10,073,DIRECT MARKETING
618,10,074,KAUF OEM
618,10,075,KAUF BUEROMASCHINEN
618,10,076,KAUF PC (NACHNAHME)
618,10,085,KAUF EDV (THIRD PARTY)
618,10,086,SYSTEMLIEFERVERTRAG
618,10,087,KAUF INSTALL.MASCHINEN
618,10,090,MIETE EDV
618,10,091,KAUF EDV
618,10,092,ZUBEHOER
618,10,094,ERSATZTEILE
618,10,095,MIETE LIZENZPROGRAMM
618,10,096,ACSA/EAS
618,10,097,TRADE-IN
618,10,208,TECHNIKERLEISTUNG
618,10,217,LITERATUR
618,10,250,SCHULUNG (PUNKTEKARTE)
618,10,251,SCHULUNG
618,10,308,TECHNIKERLEISTUNG
618,10,320,RECHENZENTRUM
618,10,321,LITERATUR
618,10,349,(SCHADENERSATZ)
618,10,386,SYSTEMLIEFERVERTRAG
618,10,408,TECHNIKERLEISTUNG
618,10,420,RECHENZENTRUM
618,10,421,LITERATUR
618,10,503,ESA SYSTEM SERVICE
618,10,504,SYSTEM SERVICE
618,10,506,WARTUNG EDV
618,10,507,REPARATUR
618,10,508,TECHNIKERLEISTUNG
618,10,520,RECHENZENTRUM
618,10,521,RECHENZENTRUM
618,10,548,GENERALUNTERNEHMERVERTRAG
618,10,573,DIRECT MARKETING
618,10,586,SYSTEMLIEFERVERTRAG
618,10,603,ESA SYSTEM SERVICE
618,10,604,SYSTEM SERVICE
618,10,606,WARTUNG EDV
618,10,607,REPARATUR
618,10,608,TECHNIKERLEISTUNG
618,10,648,GENERALUNTERNEHMERVERTRAG
618,10,649,(SCHADENERSATZ)
618,10,660,ZUSAETZL.BENUETZUNG
618,10,673,DIRECT MARKETING
618,10,686,SYSTEMLIEFERVERTRAG
618,10,708,TECHNIKERLEISTUNG
618,10,786,SYSTEMLIEFERVERTRAG
618,10,999,PROMISSORY NOTE
618,10,CO1,COGNOS MIGRATION
618,10,COF,COMMERCIALLY FINANCED
618,10,CUF,CUSTOMER FIN
618,10,DSM,IPLA
618,10,DSW,IPLA
618,10,ES1,ESW / NON-EAS
618,10,ES2,ESW / NON-EAS
618,10,ES5,ESW-ACSA/EAS
618,10,ES6,ESW-ACSA/EAS
618,10,GEO,GEODIS PROCUREMENT
618,10,GPP,GEODIS P2P
618,10,IFX,INFORMIX
618,10,IGF,SAP AF (TEST REV TYPE ONLY)
618,10,LED,PCD DLA DIRECT LARGE ACCOUNTS
618,10,LPD,IPLA LPC
618,10,LPS,LOTUS INTEGRATION
618,10,PBS,PROFESSIONAL BILLING SERVICES
618,10,PC0,KAUF BUEROMASCHINEN
618,10,PNO,PROMISSORY NOTE
618,10,PWC,TECHNIKERLEISTUNG            )
624,02,0M1,CHIS
624,02,0M3,CHIS
624,02,0M4,CHIS
624,02,ADM,ADM
624,02,AUP,Printer Usage
624,02,BMS,Professional Services
624,02,CAR,Late Payment Fees
624,02,CEB,Per Call Repair
624,02,CEP,CEP
624,02,CES,User Assist/400
624,02,CHI,Maintenance Agreement
624,02,CO1,Cognos Software
624,02,COF,Commercial Financing
624,02,D2M,Lotus Software
624,02,D2S,Lotus Software
624,02,D3M,Lotus Software
624,02,D3S,Int.Program Lic.Agreement
624,02,DAT,Datamirror Services
624,02,DIV,IBM Direct (Picking Point)
624,02,DSM,IPLA Migration
624,02,DSW,Int.Program Lic.Agreement
624,02,EDU,Education
624,02,EMB,Maintenance Contract Agreement
624,02,ESW,Software Agreement
624,02,FIN,Lease
624,02,GEO,GEODIS Procurement
624,02,GPP,GEODIS P2P
624,02,HUL,International Education
624,02,INS,IGN Services
624,02,ISS,ISS Services
624,02,LIT,Literature
624,02,LPC,Late Payment Charges
624,02,LPD,IPLA
624,02,MAI,Maintenance Contract
624,02,NP,Negative Pending
624,02,PAR,Equipment Repair
624,02,PBS,Professional Services
624,02,PC0,Purchase Agreement
624,02,PCF,Purchase Agreements
624,02,PWC,PWC Services
624,02,RLE,Rental Lease
624,02,SAP,Purchase Agreement
624,02,SBS,Professional Services
624,02,VUP,Dealer Invoice
624,08,CPL,Capital Lease
624,08,DEF,Miscellaneous
624,08,DIV,IBM Direct (Picking Point)
624,08,EOL,End of Lease
624,08,FAR,FICAS STD AR MIGRATION
624,08,FIC,FICAS IC AR MIGRATION
624,08,INE,Intercompany EOL
624,08,INL,Loan
624,08,INP,Intercompany Passthrough
624,08,INR,Reverse Passthrough
624,08,IPP,Financing Agreement
624,08,LEA,Lease
624,08,LOA,Loan
624,08,LPC,Late Payment Charges
624,08,LSE,Lease
624,08,MIS,Miscellaneous
624,08,OPL,Operating Lease
624,08,VAT,VAT
644,#L,ATT,TSA Charge
644,#L,CAT,SW License Charge
644,#L,COF,Commercial Financing
644,#L,DPC,DPA
644,#L,DSW,Distributed SW Purchase
644,#L,ESW,SW Purchase
644,#L,FTO,FTO Services
644,#L,GBS,Global Business SVCS
644,#L,GPR,GPR Charge
644,#L,GTS,Global Tech SVCS
644,#L,HWP,HW Purchase
644,#L,IPC,IPP
644,#L,ITM,Maintenance Service
644,#L,LEA,Leasing
644,#L,LP1,Late Payment Charge
644,#L,LP2,Interest Charge
644,#L,LP3,Interest Charge
644,#L,LPC,Late Payment Charge
644,#L,MSA,MSA Charge
644,#L,NCU,Other Charges
644,#L,PAR,Parts Stock Purchase
644,#L,PEC,Per Call Service
644,#L,PMT,Multiple Supplies
644,#L,PRE,Prepayment
644,#L,REG,Other Charges
644,#L,SAP,HVEC Purchase
644,#L,SG1,Financed Business
644,#L,SG2,Financed Business
644,#L,SWP,SW Purchase
644,#L,TFN,Defer Payment Business
644,#L,TSA,Transition Support Agreement
644,#L,VAT,VAT Recharge
644,47,GPI,Infoprint GP
650,#L,030,RENTAL
650,#L,035,PURCHASE NEW
650,#L,040,PURCHASE INSTALL
650,#L,045,SE/ED
650,#L,050,SUPPLIES
650,#L,055,TLA
650,#L,060,DPA INSTALLMENTS
650,#L,061,IPP INSTALLMENTS
650,#L,065,SERVICE AGREEMENTS
650,#L,PNO,PROMISSORY NOTES DEFAULT
658,#L,ATT,TSA Charge
658,#L,CAT,SW License Charge
658,#L,COF,Commercial Financing
658,#L,DPC,DPP
658,#L,DSW,Distrib SW Purchase
658,#L,ESW,SW Purchase
658,#L,EWM,SW License Charge
658,#L,EWO,SW Purchase
658,#L,FTO,FT Services
658,#L,GBS,Global Busin SCVS
658,#L,GPR,GPR Charge
658,#L,GTS,Global Tech SVCS
658,#L,HWP,HW Purchase
658,#L,IPC,IPP
658,#L,ITM,Maintenance Service
658,#L,LEA,Leasing
658,#L,LP1,Late Payment Charge
658,#L,LP2,Interest Charge
658,#L,LP3,Interest Charge
658,#L,LPC,Late Payment Charge
658,#L,MSA,MSA Charge
658,#L,NCU,Other Charges
658,#L,PAR,Parts Stock Purchase
658,#L,PEC,PER Call Service
658,#L,PMT,Multiple Supplies
658,#L,PRE,Prepayment
658,#L,REG,Other Charges
658,#L,SAP,HVEC Purchase
658,#L,SG1,Financed Business
658,#L,SG2,Financed Business
658,#L,SWP,SW Purchase
658,#L,TFN,Defer PMT Business
658,#L,TSA,Transition Support Agreement
658,#L,VAT,VAT Recharge
658,41,COF,Commercial Financing
658,41,GPI,Infoprint GP
658,43,COF,Commercial Financing
658,43,GPI,Infoprint GP
658,44,COF,Commercial Financing
658,44,GPI,Infoprint GP
658,45,COF,Commercial Financing
658,45,GPI,Infoprint GP
658,46,COF,Commercial Financing
658,46,GPI,Infoprint GP
658,47,COF,Commercial Financing
658,47,GPI,Infoprint GP
658,48,COF,Commercial Financing
658,48,GPI,Infoprint GP
658,52,GPI,Infoprint GP
658,53,GPI,Infoprint GP
658,54,COF,Commercial Financing
658,54,GPI,Infoprint GP
658,55,GPI,Infoprint GP
658,56,GPI,Infoprint GP
658,57,GPI,Infoprint GP
658,58,GPI,Infoprint GP
658,59,GPI,Infoprint GP
658,61,GPI,Infoprint GP
658,62,GPI,Infoprint GP
658,63,GPI,Infoprint GP
658,64,GPI,Infoprint GP
658,65,GPI,Infoprint GP
658,A1,GPI,Infoprint GP
658,A2,GPI,Infoprint GP
658,A3,GPI,Infoprint GP
658,A4,GPI,Infoprint GP
666,01,200,DP INVOICES REGULAR
666,01,201,DP INVOICES DEF.PAYS
666,01,280,PRE-BILLING
666,01,410,PC INVOICES 30DAYS
666,01,411,PC INVOICES MORE 30DAYS
666,01,600,LPC INVOICES
666,01,EML,ESW MONTHLY CHARGE
666,01,ESW,ENTITLED SOFTWARE
668,#L,ATT,TSA Charge
668,#L,CAT,SW License Charge
668,#L,COF,Commercial Financing
668,#L,DPC,DPA
668,#L,DSW,Distributed SW Purchase
668,#L,ESW,SW Purchase
668,#L,EWM,SW License Charge
668,#L,EWO,SW Purchase
668,#L,FTO,FTO Services
668,#L,GBS,Global Business SVCS
668,#L,GPR,GPR Charge
668,#L,GTS,Global Tech SVCS
668,#L,HWP,HW Purchase
668,#L,IPC,IPP
668,#L,ITM,Maintenance Service
668,#L,LEA,Leasing
668,#L,LP1,Late Payment Charge
668,#L,LP2,Interest Charge
668,#L,LP3,Interest Charge
668,#L,LPC,Late Payment Charge
668,#L,MSA,MSA Charge
668,#L,NCU,Other Charges
668,#L,PAR,Parts Stock Purchase
668,#L,PEC,Per Call Service
668,#L,PMT,Multiple Supplies
668,#L,PRE,Prepayment
668,#L,REG,Other Charges
668,#L,SAP,HVEC Purchase
668,#L,SG1,Financed Business
668,#L,SG2,Financed Business
668,#L,SWP,SW Purchase
668,#L,TFN,Defer Payment Business
668,#L,TSA,Transition Support Agreement
668,#L,VAT,VAT Recharge
668,42,GEO,GEODIS PROCUREMENT
668,42,GPI,Infoprint GP
668,42,GPP,GEODIS P2P
675,#L,ATT,TSA Charge
675,#L,CAT,SW License Charge
675,#L,COF,Commercial Financing
675,#L,DPC,DPA
675,#L,DSW,Distributed SW Purchase
675,#L,ESW,SW Purchase
675,#L,FTO,FTO Services
675,#L,GBS,Global Business SVCS
675,#L,GPR,GPR Charge
675,#L,GTS,Global Tech SVCS
675,#L,HWP,HW Purchase
675,#L,IPC,IPP
675,#L,ITM,Maintenance Service
675,#L,LEA,Leasing
675,#L,LP1,Late Payment Charge
675,#L,LP2,Interest Charge
675,#L,LP3,Interest Charge
675,#L,LPC,Late Payment Charge
675,#L,MSA,MSA Charge
675,#L,NCU,Other Charges
675,#L,PAR,Parts Stock Purchase
675,#L,PEC,Per Call Service
675,#L,PMT,Multiple Supplies
675,#L,PRE,Prepayment
675,#L,REG,Other Charges
675,#L,SAP,HVEC Purchase
675,#L,SG1,Financed Business
675,#L,SG2,Financed Business
675,#L,SWP,SW Purchase
675,#L,TFN,Defer Payment Business
675,#L,TSA,Transition Support Agreement
675,#L,VAT,VAT Recharge
675,AB,GPI,Infoprint GP
675,AB,TL4,TELELOGIC W2 MIGRATION
675,AE,GPI,Infoprint GP
675,BH,GPI,Infoprint GP
675,DB,GPI,Infoprint GP
675,JO,GPI,Infoprint GP
675,KW,GPI,Infoprint GP
675,LB,GPI,Infoprint GP
675,OM,GPI,Infoprint GP
675,QA,GPI,Infoprint GP
675,SA,GPI,Infoprint GP
675,SY,GPI,Infoprint GP
675,YE,GPI,Infoprint GP
678,10,021,MANUALER
678,10,031,MANUALER
678,10,050,AFBETALING
678,10,153,MANUALER
678,10,175,MANUALER
678,10,345,RESERVEDELE
678,10,400,LICENS
678,10,401,MLC
678,10,402,LEASE
678,10,403,SOFTWARE
678,10,502,LEASE
678,10,652,VEDLIGEHOLDELSE
678,10,999,FORUDBETALING
678,10,ADM,LEASE
678,10,AG1,AGENT COMMISSIONS HW
678,10,AG2,AGENT COMMISSIONS SW
678,10,AG3,AGENT COMMISSIONS BONUSES
678,10,ASC,ASCENTIAL MIGRATION
678,10,BOT,BOTTOM LINE PRINT
678,10,BUY,BUY BACK
678,10,CFT,SERVICES CONTRACT
678,10,CHI,MAINTENANCE (CHIS)
678,10,CO1,COGNOS MIGRATION
678,10,COF,GLOB FIN - CSIM
678,10,COL,COLLECTION FEE
678,10,CPS,SPARE PARTS
678,10,DC1,DATACENTERSERVICE
678,10,DCS,DATACENTERSERVICE
678,10,DE1,SOFTWARE
678,10,DEA,PC UDSTYR
678,10,DIV,OTHER
678,10,DN9,INTRA COMPANY SDC/DENMARK
678,10,DPM,VEDLIGEHOLDELSE
678,10,DPP,VEDLIGEHOLDELSE
678,10,DRS,VEDLIGEHOLDELSE
678,10,DSM,IPLA
678,10,DSW,IPLA
678,10,EDU,EDUCATION
678,10,EQ3,TILBEH@R
678,10,ESW,ESW BILLING
678,10,GEO,GEODIS PROCUREMENT
678,10,GPP,GEODIS P2P
678,10,GSA,GSA MIGRATION (SOURCE GSA)
678,10,GSC,GSC MIGRATION
678,10,GSF,GSA MIGRATION (SOURCE GSF)
678,10,GSP,GSA MIGRATION (SOURCE GSP)
678,10,IFX,INFORMIX
678,10,IGN,NETWORKING (IGN)
678,10,IIN,DATACENTERSERVICE
678,10,L04,MSA BILLING
678,10,L05,MSA BILLING
678,10,L14,MSA BILLING
678,10,L18,MSA BILLING
678,10,L28,MSA BILLING
678,10,L34,MSA BILLING
678,10,L57,MSA BILLING
678,10,LBA,TSA BILLING
678,10,LCN,TSA BILLING
678,10,LCS,TSA BILLING
678,10,LE1,MSA BILLING
678,10,LE2,TSA BILLING
678,10,LE3,TSA BILLING
678,10,LEB,TSA BILLING
678,10,LED,ESI PCD INVOICING
678,10,LEF,TSA BILLING
678,10,LET,TSA BILLING
678,10,LEW,TSA BILLING
678,10,LFO,TSA BILLING
678,10,LHL,TSA BILLING
678,10,LHR,TSA BILLING
678,10,LIT,MANUALS
678,10,LLC,NILS LOAN
678,10,LME,TSA BILLING
678,10,LPC,LATE PAYMENT CHARGE
678,10,LPD,IPLA LPC
678,10,LPF,LATE PAYMENT FEE
678,10,LPS,SERVICES CONTRACT
678,10,LPT,LATE PAYMENT CHARGE-TLA
678,10,LRE,MSA BILLING
678,10,LTS,TSA BILLING
678,10,LUN,TSA BILLING
678,10,MTL,SOFTWARE
678,10,NIN,SMS
678,10,ON2,TILBEH@R
678,10,ONL,ANDET
678,10,OPV,VK
678,10,PAS,GLOB FIN - SAP
678,10,PBS,PROFESSIONAL BILLING SERVICES
678,10,PC0,SAP - BILLING
678,10,PCB,PER CALL
678,10,PCF,ANORDNINGER
678,10,PDS,PC UDSTYR
678,10,PPB,PROPRICE BILLING BOTTOM LINE
678,10,PPC,SERVICES
678,10,PWC,PWC MIGRATION
678,10,REN,RENT OF SPACE
678,10,RES,RESERVEDELE
678,10,SAP,VENDOR PURCHASE
678,10,SCR,SCRAP (DUMPING) FEE
678,10,SIB,SI BILLING BOTTOM LINE
678,10,SVS,SERVICES/CONSULTANCY
678,10,TD7,ANDET
678,10,TLA,LEASE (GLOBAL FINANCE)
678,10,TRI,TRADE IN
678,10,UPC,PCUDSTYR
678,10,UPO,SALES OF PC'S AND PC SW (UPOS)
678,10,VUP,PC UDSTYR
678,10,XRA,PERIODICAL LICENSE CHARGES
678,80,DMD,DMDATA
678,80,DN9,INTRA COMPANY IBM ML/DENMARK
693,#L,ATT,TSA Charge
693,#L,CAT,SW License Charge
693,#L,COF,Commercial Financing
693,#L,DPC,DPA
693,#L,DSW,Distributed SW Purchase
693,#L,ESW,SW Purchase
693,#L,FTO,FTO Services
693,#L,GBS,Global Business SVCS
693,#L,GPR,GPR Charge
693,#L,GTS,Global Tech SVCS
693,#L,HWP,HW Purchase
693,#L,IPC,IPP
693,#L,ITM,Maintenance Service
693,#L,LEA,Leasing
693,#L,LP1,Late Payment Charge
693,#L,LP2,Interest Charge
693,#L,LP3,Interest Charge
693,#L,LPC,Late Payment Charge
693,#L,MSA,MSA Charge
693,#L,NCU,Other Charges
693,#L,PAR,Parts Stock Purchase
693,#L,PEC,Per Call Service
693,#L,PMT,Multiple Supplies
693,#L,PRE,Prepayment
693,#L,REG,Other Charges
693,#L,SAP,HVEC Purchase
693,#L,SG1,Financed Business
693,#L,SG2,Financed Business
693,#L,SWP,SW Purchase
693,#L,TFN,Defer Payment Business
693,#L,TSA,Transition Support Agreement
693,#L,VAT,VAT Recharge
693,41,GEO,GEODIS PROCUREMENT
693,41,GPI,Infoprint GP
693,41,GPP,GEODIS P2P
702,10,000,UNAPPLIED PAYMENTS
702,10,072,KONEIDEN VUOKRAUS M{{R{AJAKSI
702,10,073,LISENSSISOPIMUS
702,10,075,DEALER FACTORING
702,10,0CB,CUSTOMER BID
702,10,0DA,LAINAT
702,10,0S1,TLA YLIAIKAKORKO
702,10,0S2,INCONNECT
702,10,0S3,ACCESSORIES NIP
702,10,0S4,TAKUUHUOLTO HYV
702,10,0SS,MUU SEKALAINEN LASKUTUS
702,10,ADM,ATKLAITTEIDEN MYYNTI
702,10,AER,SERVICES CONTRACT
702,10,AG1,AGENT COMMISSIONS HW
702,10,AG2,AGENT COMMISSIONS SW
702,10,AG3,AGENT COMMISSIONS BONUSES
702,10,ASI,YLIAIKAKORKO
702,10,AUP,AUP
702,10,BOT,BOTTOM LINE
702,10,BRS,BUSINESS RECOV SERV
702,10,BUY,BUY BACK
702,10,CAB,KAAPELOINTI
702,10,CEP,ATKLAITTEIDEN HUOLTO
702,10,CFT,SERVICES CONTRACT
702,10,CHI,ESA HUOLTOSOPIMUKSET YM
702,10,CO1,COGNOS MIGRATION
702,10,COF,GLOB FIN - CSIM
702,10,COL,COLLECTION FEE
702,10,COU,COU/SW PARTNUMBERS
702,10,CP3,VARAOSAVARASTON MYYNTI
702,10,CP4,M/A
702,10,CP9,PIKATILAUSLIS#
702,10,CPP,POSTIMAKSU
702,10,CPS,SPARE PARTS PURCHASE
702,10,CPT,TOIMITUS/K#SITTELYMAKSUT
702,10,CPU,PS/VP
702,10,CSI,LASKUTUSLIS#
702,10,DIV,MISCELLANEOUS
702,10,DSM,IPLA
702,10,DSW,IPLA
702,10,ED1,KOULUTUS
702,10,EDU,KOULUTUS
702,10,ESA,ESA
702,10,ESS,ESSA
702,10,ESW,ESW BILLING
702,10,FIK,ATKLAITTEIDEN VUOKRA
702,10,FIN,ATKLAITTEIDEN VUOKRA
702,10,FIO,MLC SW JAKSOTUSLASKUTUS
702,10,FMS,FACILITIES MNGT SERV
702,10,HWO,HW OTHER PS/VP
702,10,IFX,INFORMIX
702,10,IGN,NETWORKING
702,10,INS,DCS AGR
702,10,JAT,TLA LEASING JATKOKAUDEN VUOKRA
702,10,KIR,KIRJASTON MYYM# KIRJA
702,10,KUL,KULJETUSMAKSU PS
702,10,L04,MSA BILLING
702,10,L05,MSA BILLING
702,10,L14,MSA BILLING
702,10,L18,MSA BILLING
702,10,L28,MSA BILLING
702,10,L34,MSA BILLING
702,10,L57,MSA BILLING
702,10,LBA,TSA BILLING
702,10,LCN,TSA BILLING
702,10,LCS,TSA BILLING
702,10,LE1,MSA BILLING
702,10,LE2,TSA BILLING
702,10,LE3,TSA BILLING
702,10,LEB,TSA BILLING
702,10,LED,ESI PCD INVOICING
702,10,LEF,TSA BILLING
702,10,LET,TSA BILLING
702,10,LEW,TSA BILLING
702,10,LFO,TSA BILLING
702,10,LHL,TSA BILLING
702,10,LHR,TSA BILLING
702,10,LIT,KIRJALLISUUS
702,10,LME,TSA BILLING
702,10,LPC,LATE PAYM CHARGE
702,10,LPD,IPLA
702,10,LPF,LATE PAYMENT FEE
702,10,LPS,SERVICES CONTRACT
702,10,LPT,LATE PAYMENT CHARGE-TLA
702,10,LRE,MSA BILLING
702,10,LTS,TSA BILLING
702,10,LUN,TSA BILLING
702,10,MAT,MATKA JA YLL#PITOKUSTANNUKSET
702,10,NIN,SMS
702,10,NLS,TLA LEASING MLP DUE
702,10,NWS,TIETOLIIKENNETUKI
702,10,OCB,CUSTOMER BID
702,10,OEM,NON IBM HW (NIP)
702,10,OSA,PER CALL PARTS
702,10,OTC,OTC SW/HW
702,10,OTH,MISCEL
702,10,PAS,GLOB FIN - SAP
702,10,PBS,PROFESSIONAL BILLING SERVICES
702,10,PC0,SAP - BILLING
702,10,PCB,PER CALL
702,10,PCF,PURCHASE NEW EQUIPMENT
702,10,PCH,PER CALL LABOUR
702,10,PCT,PC HW
702,10,POI,VANHAT KONEET
702,10,PON,PON HW
702,10,PPB,PROPRICE BILLING
702,10,PPC,SERVICES
702,10,PRI,PS/VP PRINTERS
702,10,PWC,PWC MIGRATION
702,10,REL,ASENNUS/SIIRTOPALVELU
702,10,REN,RENT OF SPACE
702,10,SAP,VENDOR PURCHASE
702,10,SCR,SCRAP (DUMPING) FEE
702,10,SEM,RESP/ISCOM UUDET EI PS
702,10,SES,RESP/ISCOM UUDET PS
702,10,SIB,SI BILLING
702,10,SIS,KONESALILASKUTUS
702,10,SKE,SYSTEEMIKEHITYS (NON SI)
702,10,SOV,SOVELLUSHANKINTA EI IBM OHJEL
702,10,SSA,PREPAID SSA
702,10,SSB,QUATERLY SSA
702,10,SSI,SYSTEEMIKEHITYS SI SSI/A
702,10,SSS,MUU SEKAINEN LASKUTUS
702,10,STU,SYSTEEMITUKIPALVELU
702,10,SVS,SERVICES
702,10,TLA,TLA LEASING MLP DUE
702,10,TRI,TRADE IN
702,10,ULK,PER CALL HUOLTOV ULKOPUOL
702,10,UPO,DEALER/FACTORING/CARS
702,10,VAP,VAIHTOPALAUTUS
702,10,VSW,VENDOR SW STOCK
702,10,XRA,PERIODICAL CHARGES
702,10,XRK,KONEET
702,10,XRO,MLC SW QTR BILLING
704,#L,ATT,TSA Charge
704,#L,CAT,SW License Charge
704,#L,COF,Commercial Financing
704,#L,DPC,DPA
704,#L,DSW,Distributed SW Purchase
704,#L,ESW,SW Purchase
704,#L,FTO,FTO Services
704,#L,GBS,Global Business SVCS
704,#L,GPR,GPR Charge
704,#L,GTS,Global Tech SVCS
704,#L,HWP,HW Purchase
704,#L,IPC,IPP
704,#L,ITM,Maintenance Service
704,#L,LEA,Leasing
704,#L,LP1,Late Payment Charge
704,#L,LP2,Interest Charge
704,#L,LP3,Interest Charge
704,#L,LPC,Late Payment Charge
704,#L,MSA,MSA Charge
704,#L,NCU,Other Charges
704,#L,PAR,Parts Stock Purchase
704,#L,PEC,Per Call Service
704,#L,PMT,Multiple Supplies
704,#L,PRE,Prepayment
704,#L,REG,Other Charges
704,#L,SAP,HVEC Purchase
704,#L,SG1,Financed Business
704,#L,SG2,Financed Business
704,#L,SWP,SW Purchase
704,#L,TFN,Defer Payment Business
704,#L,TSA,Transition Support Agreement
704,#L,VAT,VAT Recharge
704,48,GPI,Infoprint GP
706,01,001,FACTURATION
706,01,002,REDEVANCE LOGICIEL
706,01,003,VENTE DE MATERIEL
706,01,005,SERVICES SPECIFIQ INSPECT
706,01,006,INTERVENTION INSPECTION
706,01,00F,PAS METTRE MIG
706,01,00R,PAS METTRE MIG
706,01,010,VENTES
706,01,013,ENT LONG DUREE
706,01,014,ENT EXTENS GARANTIE
706,01,016,REDEVANCE ENTRETIEN
706,01,017,PASSAGE DE LOC A VENTE
706,01,018,MAINTENANCE
706,01,019,AVENANT LONGUE DUREE
706,01,020,VENTES
706,01,023,REDEVANCE LOCATION LOGICIEL
706,01,027,EDUCATION
706,01,028,PLAN FORMATION ENTREPRISE
706,01,030,REDEVANCE LOCATION LOGICIEL
706,01,031,REDEVANCE LOCATION
706,01,032,REDEVANCE LOCATION MATERIEL
706,01,034,REDEVANCE ENTRETIEN
706,01,037,FIE STANDARD
706,01,039,FORUM / SYMPOSIUM
706,01,042,VENTES PIECES DETACHEES
706,01,043,TIERS FORMATEUR VAR
706,01,044,TIERS FORMATEUR DISTRIB
706,01,045,TIERS FORMATEUR AGENT
706,01,046,TIERS FORMATEUR NON PART
706,01,047,PLAN FORMATION ENTREPRISE
706,01,050,VENTES
706,01,057,VENTES
706,01,062,VENTES IBIS
706,01,065,SERVICES PROFESSIONNELS
706,01,066,VENTE ANALYSE LABORAT
706,01,072,SERVICES PROFESSIONNELS
706,01,073,VENTE DECHETS
706,01,075,INTEGRATION SYSTEME
706,01,078,SERVICES FORFAITAIRES
706,01,080,VENTES
706,01,085,VENTES
706,01,086,VENTES
706,01,087,VENTES
706,01,089,REDEV UTILISATION
706,01,090,SERVICES PROFESSIONNELS
706,01,091,SERVICES PROFESSIONNELS
706,01,096,VENTES PIECES DETACHEES
706,01,097,VENTES PIECES DETACHEES
706,01,1ER,OEM
706,01,2ER,VENTES NEUVES
706,01,3ER,LOGICIEL VWA
706,01,4ER,MAINTENANCE PLU ALD
706,01,6ER,MAINTENANCE PLU ALD
706,01,7ER,MAINTENANCE DP AN
706,01,8ER,VENTES INSTALLEES
706,01,9ER,VENTES CONTRE RBT
706,01,ABT,VENTES
706,01,AER,LOC DP MENS
706,01,AJO,PENALITES DE RETARD
706,01,AJU,SERVICES
706,01,ASC,ASCENTIAL MIGRATION
706,01,AUT,DIVERS
706,01,AXO,MIGRATION FIDGI CARS
706,01,BDL,VENTE MATERIEL PAR LOT
706,01,BDX,BORDEAUX
706,01,BER,LOCAT FORF
706,01,BLD,SERVICES
706,01,BLP,MAINTENANCE CHIS
706,01,BRO,BROCHURES
706,01,CER,HEURES SUP
706,01,CFA,SERVICES
706,01,CFB,SERVICES
706,01,CFC,SERVICES
706,01,CFD,SERVICES
706,01,CFE,SERVICES
706,01,CFF,SERVICES
706,01,CFG,SERVICES
706,01,CFH,SERVICES
706,01,CFI,DPA
706,01,CFJ,SERVICES
706,01,CFK,SERVICES
706,01,CFL,SERVICES
706,01,CFZ,SERVICES
706,01,CGI,FACTURES EX CGI
706,01,CO1,COGNOS MIGRATION
706,01,CO2,COGNOS MIGRATION
706,01,COF,COMMERCIALLY FINANCED
706,01,CPQ,VENTES MATERIEL
706,01,CSI,CONTRAT SOLUTION IBM
706,01,DAS,SERVICES FACT BILMAN
706,01,DAT,DATAMIRROR MIGRATION
706,01,DAV,VENTES FACT BILMAN
706,01,DER,ENTRETIEN DP
706,01,DLD,IEMS
706,01,DLT,FACTURATION
706,01,DOE,OFF SHORE
706,01,DOS,SERVICES DOM
706,01,DOV,VENTES DOM
706,01,DPA,DPA
706,01,DPS,SW PRE-PACKAGED SERVICES
